time,seconds_elapsed,z,y,x
1761392288001368600,0.08836865234375,-0.011358099989593029,-0.0653577521443367,1.0035780668258667
1761392288011450600,0.09845068359375,-0.057461947202682495,0.08222690969705582,0.9109159708023071
1761392288021532400,0.108532470703125,-0.03105021081864834,0.29795873165130615,0.8397508263587952
1761392288031614500,0.118614501953125,0.062356963753700256,0.516748309135437,0.8097833395004272
1761392288041697500,0.128697509765625,0.16886699199676514,0.7535851001739502,0.8120865821838379
1761392288051779600,0.138779541015625,0.2697472870349884,0.8988351821899414,0.813797652721405
1761392288061861600,0.148861572265625,0.3175804316997528,0.9163166284561157,0.75197434425354
1761392288071943400,0.158943359375,0.2967561185359955,0.9651209115982056,0.6413047909736633
1761392288082026500,0.169026611328125,0.23724251985549927,1.038733720779419,0.46165910363197327
1761392288092108500,0.179108642578125,0.17262330651283264,1.1597357988357544,0.3338311016559601
1761392288102190600,0.189190673828125,0.09846547991037369,1.2717702388763428,0.34821397066116333
1761392288112273700,0.199273681640625,-0.026056740432977676,1.1790562868118286,0.4459799528121948
1761392288122355700,0.209355712890625,-0.09643428772687912,0.7750686407089233,0.6924075484275818
1761392288132437500,0.2194375,-0.03637441620230675,0.09268715977668762,1.0297359228134155
1761392288142519600,0.22951953125,0.0927378311753273,-0.7818984389305115,1.3515877723693848
1761392288152601600,0.2396015625,0.22267906367778778,-1.4022613763809204,1.645514726638794
1761392288162684700,0.2496845703125,0.2585008442401886,-1.8422719240188599,1.8085966110229492
1761392288172766700,0.2597666015625,0.183175191283226,-2.0712761878967285,1.822870135307312
1761392288182848800,0.269848876953125,0.08858223259449005,-2.204174757003784,1.7558095455169678
1761392288192931600,0.279931640625,-0.013920177705585957,-2.170348882675171,1.6693247556686401
1761392288203013600,0.290013671875,-0.0564289465546608,-2.032971143722534,1.5518019199371338
1761392288213095700,0.300095703125,-0.06591512262821198,-1.7697728872299194,1.4206691980361938
1761392288223177700,0.310177734375,-0.09610497951507568,-1.4316102266311646,1.2890762090682983
1761392288233260500,0.320260498046875,-0.15473447740077972,-1.1074182987213135,1.1547350883483887
1761392288243342600,0.330342529296875,-0.24512147903442383,-0.8376927971839905,1.032897710800171
1761392288253424600,0.340424560546875,-0.36982640624046326,-0.6961561441421509,0.8795288801193237
1761392288263506700,0.350506591796875,-0.5029296278953552,-0.6406265497207642,0.6602847576141357
1761392288273589500,0.360589599609375,-0.6303504109382629,-0.7599726915359497,0.36939913034439087
1761392288283671600,0.370671630859375,-0.786077618598938,-0.9621291160583496,0.0010370162781327963
1761392288293753600,0.380753662109375,-0.9624204039573669,-1.0197579860687256,-0.40094637870788574
1761392288303835600,0.390835693359375,-1.1196428537368774,-0.9483967423439026,-0.796247124671936
1761392288313918500,0.40091845703125,-1.2000503540039062,-0.8788248896598816,-1.162575602531433
1761392288324000500,0.41100048828125,-1.204507827758789,-0.6842794418334961,-1.3597474098205566
1761392288334082600,0.42108251953125,-1.1550185680389404,-0.4817759096622467,-1.364572525024414
1761392288344164600,0.43116455078125,-1.0502963066101074,-0.3689315915107727,-1.1880093812942505
1761392288354247700,0.44124755859375,-0.9118061065673828,-0.3052985370159149,-0.8977096080780029
1761392288364329500,0.45132958984375,-0.7333961725234985,-0.24197442829608917,-0.5630151629447937
1761392288374411500,0.46141162109375,-0.5384197235107422,-0.2920283079147339,-0.311081200838089
1761392288384493600,0.47149365234375,-0.3502581715583801,-0.44648057222366333,-0.20273491740226746
1761392288394576600,0.48157666015625,-0.15619124472141266,-0.6604437232017517,-0.22617340087890625
1761392288404658400,0.491658447265625,0.08559046685695648,-0.8447722792625427,-0.30083930492401123
1761392288414740500,0.501740478515625,0.41056323051452637,-0.8947393298149109,-0.29514279961586
1761392288424822500,0.511822509765625,0.7201746702194214,-0.9634789824485779,-0.18989045917987823
1761392288434905600,0.521905517578125,0.8795299530029297,-1.3155587911605835,-0.0322054922580719
1761392288444987600,0.531987548828125,0.8536642789840698,-1.726404070854187,0.1885303407907486
1761392288455069400,0.5420693359375,0.7559417486190796,-2.038132429122925,0.4535098075866699
1761392288465151500,0.5521513671875,0.7040737271308899,-2.3904311656951904,0.7897763252258301
1761392288475234600,0.562234619140625,0.7809807658195496,-2.777250051498413,1.122890591621399
1761392288485316600,0.572316650390625,0.9718315601348877,-3.145836114883423,1.3472201824188232
1761392288495398400,0.5823984375,1.2705260515213013,-3.6418590545654297,1.5016038417816162
1761392288505481500,0.5924814453125,1.5777649879455566,-4.041697025299072,1.5712484121322632
1761392288515563500,0.6025634765625,1.814864158630371,-4.148311614990234,1.58335280418396
1761392288525645600,0.6126455078125,1.9767688512802124,-3.7864909172058105,1.5053609609603882
1761392288535727600,0.6227275390625,2.047083616256714,-3.429703950881958,1.3941051959991455
1761392288545810700,0.632810791015625,2.053117275238037,-3.2277607917785645,1.2454075813293457
1761392288555892500,0.642892578125,1.993882417678833,-2.947265625,1.0305653810501099
1761392288565974500,0.652974609375,1.9307583570480347,-2.5491015911102295,0.812857449054718
1761392288576056600,0.663056640625,1.8530083894729614,-2.131509304046631,0.7116498947143555
1761392288586139600,0.6731396484375,1.7044038772583008,-1.6393015384674072,0.7268046140670776
1761392288596221700,0.6832216796875,1.427210807800293,-1.241077184677124,0.7412520051002502
1761392288606303700,0.6933037109375,1.0304999351501465,-1.0054047107696533,0.682820737361908
1761392288616385800,0.7033857421875,0.7119141817092896,-0.6128311157226562,0.5651590824127197
1761392288626468600,0.713468505859375,0.7406695485115051,-0.04616113007068634,0.33418330550193787
1761392288636550700,0.723550537109375,0.9886332750320435,0.4882620573043823,-0.07923623919487
1761392288646632700,0.7336328125,1.290984034538269,0.8423715829849243,-0.5102486610412598
1761392288656714800,0.74371484375,1.5090100765228271,1.1953967809677124,-0.681640088558197
1761392288666797600,0.753797607421875,1.525126338005066,1.5938305854797363,-0.5027861595153809
1761392288676879600,0.763879638671875,1.4983066320419312,2.1320927143096924,-0.06498991698026657
1761392288686961700,0.773961669921875,1.4834409952163696,2.769296884536743,0.49154263734817505
1761392288697044700,0.784044677734375,1.33682382106781,3.1930487155914307,1.0560669898986816
1761392288707126500,0.79412646484375,0.9554484486579895,3.4241178035736084,1.607895851135254
1761392288717208600,0.80420849609375,0.5758678913116455,3.66072416305542,2.0945065021514893
1761392288727290600,0.81429052734375,0.4060588777065277,3.913475751876831,2.4434330463409424
1761392288737373700,0.824373779296875,0.41773977875709534,4.254742622375488,2.632235288619995
1761392288747455500,0.83445556640625,0.48221492767333984,4.619700908660889,2.6551265716552734
1761392288757537500,0.84453759765625,0.6079539656639099,4.887021064758301,2.5939834117889404
1761392288767619600,0.85461962890625,0.7693222165107727,5.015328884124756,2.502946138381958
1761392288777702700,0.86470263671875,0.8776606917381287,4.945537090301514,2.393275022506714
1761392288787784700,0.87478466796875,0.973329484462738,4.791845798492432,2.298006296157837
1761392288797866500,0.884866455078125,1.027803897857666,4.576517581939697,2.1465299129486084
1761392288807948500,0.894948486328125,0.8873268365859985,4.2361626625061035,1.8792554140090942
