version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,iPhone XR,1761497305304,2025-10-26_16-48-25,Africa/Kigali,ios,1.47.1,68e5494d-4cba-4b18-bf03-e0797c49d2f2,Accelerometer|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10,false
